Finance_ID,Order_ID,Transaction_Date,Customer_ID,Customer_Name,Invoice_Value_INR,Amount_Paid_INR,Outstanding_INR,Freight_Cost_INR,Other_Expense_INR,Estimated_Net_Profit_INR,Payment_Type
FIN00217,ORD01188,2025-04-13,CUST020,Shree Industries,29785.68,1109.04,28676.64,1243.16,621.58,10161.53,Invoice
FIN00218,ORD01305,2025-09-04,CUST022,United Manufacturing,5801.73,5801.73,0,217.55,108.77,2367.59,Invoice
FIN00219,ORD00904,2025-01-18,CUST028,United Logistics,297.32,297.32,0,11.79,5.89,111.23,Invoice
FIN00220,ORD00186,2025-06-02,CUST075,Global Traders,422073.72,422073.72,0,20131.39,10065.69,104285.37,Invoice
FIN00221,ORD00963,2025-02-07,CUST062,Global Industries,21552.8,21552.8,0,962.06,481.03,6366.01,Invoice
FIN00222,ORD01541,2025-11-02,CUST088,United Manufacturing,7176.1,7176.1,0,313.88,156.94,2221.21,Invoice
FIN00223,ORD00271,2025-04-03,CUST046,Shree Pvt Ltd,10917.68,10917.68,0,502.05,251.03,2992.44,Invoice
FIN00224,ORD00045,2025-08-28,CUST088,United Manufacturing,306178.89,306178.89,0,15390.85,7695.42,63223.36,Invoice
FIN00225,ORD00372,2025-07-22,CUST060,Om Pvt Ltd,170062.26,170062.26,0,7930.88,3965.44,44867.73,Invoice
FIN00226,ORD00584,2025-08-15,CUST042,National Manufacturing,52387.11,20296.4,32090.71,2592.71,1296.35,11459.38,Invoice
FIN00227,ORD00942,2025-10-31,CUST055,National Manufacturing,31415.21,14731.83,16683.38,1164.37,582.18,13034.87,Invoice
FIN00228,ORD00819,2025-02-15,CUST075,Global Traders,2410.49,1780.56,629.93,100.69,50.35,820.98,Invoice
FIN00229,ORD00197,2025-08-21,CUST009,Prime Industries,13949.63,13949.63,0,664.47,332.24,3460.47,Invoice
FIN00230,ORD00899,2025-09-05,CUST015,Metro Manufacturing,9686.3,6093.72,3592.58,444.91,222.46,2663.06,Invoice
FIN00231,ORD01008,2025-02-12,CUST095,Vertex Industries,17100.41,17100.41,0,811.44,405.72,4291.27,Invoice
FIN00232,ORD00238,2025-12-29,CUST073,Vertex Industries,6133,6133,0,250.89,125.44,2172.53,Invoice
FIN00233,ORD00060,2025-10-15,CUST070,National Logistics,17925.36,10578.9,7346.46,733.19,366.59,6351.48,Invoice
FIN00234,ORD01227,2025-12-01,CUST031,United Industries,107243.24,11482.98,95760.26,4481.27,2240.63,36503.24,Invoice
FIN00235,ORD00399,2025-04-24,CUST098,Prime Pvt Ltd,14941.57,5738.03,9203.54,633.72,316.86,4937.89,Invoice
FIN00236,ORD00989,2025-05-17,CUST076,Metro Manufacturing,44278.42,44278.42,0,1777.93,888.96,16212.55,Invoice
FIN00237,ORD01470,2025-04-27,CUST043,Om Logistics,9288.4,9288.4,0,374.9,187.45,3370.32,Invoice
FIN00238,ORD00366,2025-07-23,CUST001,Prime Industries,82813.03,82813.03,0,3533.54,1766.77,27033.5,Invoice
FIN00239,ORD01561,2025-04-02,CUST086,Apex Manufacturing,550.18,400.97,149.21,21.2,10.6,215.5,Invoice
FIN00240,ORD00308,2025-09-01,CUST015,Metro Manufacturing,372.02,38.09,333.93,14.17,7.09,148.27,Invoice
FIN00241,ORD01453,2025-08-28,CUST050,Prime Industries,15191.87,15191.87,0,582.65,291.32,5994.35,Invoice
FIN00242,ORD01273,2025-03-05,CUST114,United Pvt Ltd,82297.95,61678.84,20619.11,3093.92,1546.96,33458.18,Invoice
FIN00243,ORD00124,2025-10-07,CUST004,Prime Manufacturing,86407.48,86407.48,0,4205.53,2102.76,20020.21,Invoice
FIN00244,ORD00772,2025-02-12,CUST098,Prime Pvt Ltd,15797.32,15797.32,0,688.35,344.17,4931.24,Invoice
FIN00245,ORD00255,2025-01-20,CUST067,Metro Manufacturing,180.35,180.35,0,7.2,3.6,66.69,Invoice
FIN00246,ORD00306,2025-11-12,CUST053,United Manufacturing,6577.66,6577.66,0,257.88,128.94,2506.92,Invoice
FIN00247,ORD01023,2025-06-11,CUST022,United Manufacturing,9636.39,9636.39,0,382.98,191.49,3590.8,Invoice
FIN00248,ORD00683,2025-10-11,CUST049,Metro Enterprises,10640.01,464.6,10175.41,445.92,222.96,3600.92,Invoice
FIN00249,ORD01117,2025-02-03,CUST026,Prime Manufacturing,6435.77,3956.2,2479.57,255.39,127.69,2404.29,Invoice
FIN00250,ORD01552,2025-07-08,CUST089,Shree Manufacturing,31296.93,1365.11,29931.82,1303.42,651.71,10721.5,Invoice
FIN00251,ORD01637,2025-09-02,CUST108,National Manufacturing,8068.21,1152.48,6915.73,317.8,158.9,3051.45,Invoice
FIN00252,ORD01369,2025-03-05,CUST006,Vertex Enterprises,8277.94,4238.29,4039.65,328.35,164.18,3094.68,Invoice
FIN00253,ORD01475,2025-02-16,CUST062,Global Industries,3289.79,1292.76,1997.03,139.21,69.6,1092.29,Invoice
FIN00254,ORD01180,2025-04-27,CUST072,United Logistics,38539.78,38539.78,0,1612.6,806.3,13083.73,Invoice
FIN00255,ORD01780,2025-05-20,CUST113,Vertex Manufacturing,3785.48,3785.48,0,152.92,76.46,1371.54,Invoice
FIN00256,ORD00298,2025-06-10,CUST066,Om Logistics,16853.2,10281.03,6572.17,722.43,361.21,5449.19,Invoice
FIN00257,ORD01014,2025-07-22,CUST083,Metro Industries,164650.41,164650.41,0,8685.06,4342.53,27550.58,Invoice
FIN00258,ORD00367,2025-05-26,CUST001,Prime Industries,7199.13,7199.13,0,334.84,167.42,1913.41,Invoice
FIN00259,ORD01437,2025-03-02,CUST003,Prime Logistics,10615.82,10615.82,0,454.83,227.42,3435.93,Invoice
FIN00260,ORD01548,2025-07-13,CUST034,Vertex Logistics,5450.41,5450.41,0,223.42,111.71,1923.59,Invoice
FIN00261,ORD01760,2025-03-06,CUST117,National Pvt Ltd,4379.08,4379.08,0,183.13,91.57,1488.22,Invoice
FIN00262,ORD00352,2025-02-10,CUST012,Shree Pvt Ltd,5164.06,5164.06,0,208.09,104.04,1879.25,Invoice
FIN00263,ORD00068,2025-10-14,CUST090,Sunrise Traders,535.63,535.63,0,20.65,10.33,209.62,Invoice
FIN00264,ORD01081,2025-02-19,CUST092,Metro Industries,200270.22,2847.52,197422.7,9294.7,4647.35,53546.68,Invoice
FIN00265,ORD01612,2025-02-21,CUST033,Om Manufacturing,543.69,50.79,492.9,21.07,10.53,211.1,Invoice
FIN00266,ORD00746,2025-03-02,CUST053,United Manufacturing,396.72,396.72,0,15.43,7.71,153.21,Invoice
FIN00267,ORD01269,2025-08-27,CUST001,Prime Industries,8665.32,486.17,8179.15,383.04,191.52,2618.76,Invoice
FIN00268,ORD01736,2025-03-27,CUST016,Shree Pvt Ltd,259672.2,30347.87,229324.33,12233.57,6116.78,66556.59,Invoice
FIN00269,ORD00395,2025-03-12,CUST105,United Pvt Ltd,6965.64,6965.64,0,299.03,149.51,2245.27,Invoice
FIN00270,ORD00734,2025-12-15,CUST110,Om Manufacturing,7079.78,3384.53,3695.25,290.47,145.24,2494.44,Invoice
FIN00271,ORD00814,2025-02-19,CUST097,Vertex Pvt Ltd,13802.16,13802.16,0,590.33,295.17,4483.34,Invoice
FIN00272,ORD01351,2025-08-13,CUST117,National Pvt Ltd,5586.37,5586.37,0,236.74,118.37,1849.23,Invoice
FIN00273,ORD00304,2025-04-10,CUST074,Global Traders,6872.88,6872.88,0,323.53,161.77,1765.72,Invoice
FIN00274,ORD00594,2025-09-25,CUST088,United Manufacturing,640.5,640.5,0,29.65,14.83,172.42,Invoice
FIN00275,ORD01380,2025-04-19,CUST002,Global Pvt Ltd,2959.99,1552.5,1407.49,124.34,62.17,997.24,Invoice
FIN00276,ORD01425,2025-12-17,CUST021,National Pvt Ltd,724557.26,724557.26,0,35827.26,17913.63,158998.37,Invoice
FIN00277,ORD01498,2025-07-13,CUST042,National Manufacturing,298078.35,180635.32,117443.03,14035.34,7017.67,76520.53,Invoice
FIN00278,ORD00317,2025-06-26,CUST097,Vertex Pvt Ltd,19018.88,11761.11,7257.77,747.97,373.99,7211.59,Invoice
FIN00279,ORD01532,2025-07-22,CUST092,Metro Industries,249.69,249.69,0,9.97,4.99,92.26,Invoice
FIN00280,ORD00755,2025-09-28,CUST088,United Manufacturing,13040.7,762.03,12278.67,508.73,254.37,5009.97,Invoice
FIN00281,ORD00644,2025-02-11,CUST040,National Pvt Ltd,9568.7,4027.22,5541.48,371.61,185.8,3702.59,Invoice
FIN00282,ORD00535,2025-01-15,CUST005,Apex Logistics,36439.88,36439.88,0,1896.7,948.35,6499.09,Invoice
FIN00283,ORD00756,2025-12-14,CUST091,Metro Pvt Ltd,1102199.02,1102199.02,0,56108.32,28054.16,216489.12,Invoice
FIN00284,ORD00262,2025-04-26,CUST079,Shree Manufacturing,24134.33,24134.33,0,1098.82,549.41,6788.69,Invoice
FIN00285,ORD01085,2025-07-27,CUST048,Sunrise Manufacturing,29052.49,14087.61,14964.88,1580.05,790.02,4110.3,Invoice
FIN00286,ORD00241,2025-04-18,CUST104,Om Logistics,9153.28,9153.28,0,440.37,220.19,2201.69,Invoice
FIN00287,ORD00671,2025-12-31,CUST032,Vertex Industries,14642.09,14642.09,0,591.32,295.66,5307.72,Invoice
FIN00288,ORD00299,2025-10-05,CUST095,Vertex Industries,21919.39,2458.92,19460.47,882.02,441.01,7996.12,Invoice
FIN00289,ORD01111,2025-12-22,CUST063,Prime Logistics,66149.44,66149.44,0,2737.64,1368.82,22933.86,Invoice
FIN00290,ORD00967,2025-10-16,CUST023,Vertex Logistics,5106.56,5106.56,0,193.56,96.78,2051.08,Invoice
FIN00291,ORD00847,2025-04-21,CUST095,Vertex Industries,10569.36,5735.25,4834.11,453.39,226.69,3412.34,Invoice
FIN00292,ORD00433,2025-08-27,CUST094,Sunrise Traders,8066.72,8066.72,0,319.84,159.92,3017.86,Invoice
FIN00293,ORD00072,2025-04-12,CUST110,Om Manufacturing,18560.7,18560.7,0,797.71,398.85,5968.3,Invoice
FIN00294,ORD00382,2025-12-19,CUST037,Prime Pvt Ltd,463.48,463.48,0,20.15,10.08,145.35,Invoice
FIN00295,ORD00260,2025-07-23,CUST056,National Enterprises,2102.5,2102.5,0,91.82,45.91,653.04,Invoice
FIN00296,ORD00052,2025-10-28,CUST120,Prime Manufacturing,24447.48,24447.48,0,1102.4,551.2,7045.32,Invoice
FIN00297,ORD00375,2025-04-30,CUST110,Om Manufacturing,19478.16,12247.36,7230.8,814.86,407.43,6614.97,Invoice
FIN00298,ORD00340,2025-06-07,CUST060,Om Pvt Ltd,3418.07,1489.54,1928.53,137.18,68.59,1252.6,Invoice
FIN00299,ORD00533,2025-01-10,CUST002,Global Pvt Ltd,33404.71,33404.71,0,1354.95,677.47,12015.9,Invoice
FIN00300,ORD01222,2025-06-29,CUST053,United Manufacturing,23736.36,23736.36,0,951.83,475.92,8711.03,Invoice
FIN00301,ORD01315,2025-12-31,CUST044,Apex Industries,16608.69,16608.69,0,745.34,372.67,4843.03,Invoice
FIN00302,ORD01064,2025-05-25,CUST033,Om Manufacturing,31082.82,17263.4,13819.42,1361.67,680.83,9587.94,Invoice
FIN00303,ORD01738,2025-12-12,CUST086,Apex Manufacturing,7298.68,7298.68,0,289.06,144.53,2735.7,Invoice
FIN00304,ORD01743,2025-02-05,CUST002,Global Pvt Ltd,1111031.7,1111031.7,0,62369.36,31184.68,126486.8,Invoice
FIN00305,ORD01056,2025-05-12,CUST114,United Pvt Ltd,21496.33,21496.33,0,982.35,491.17,5989.29,Invoice
FIN00306,ORD01231,2025-04-11,CUST021,National Pvt Ltd,306.54,19,287.54,12.19,6.09,114.14,Invoice
FIN00307,ORD00939,2025-12-20,CUST042,National Manufacturing,978.28,102.27,876.01,42.61,21.31,305.62,Invoice
FIN00308,ORD01492,2025-10-01,CUST106,Global Pvt Ltd,9028.54,9028.54,0,379.27,189.64,3041.45,Invoice
FIN00309,ORD00426,2025-12-04,CUST054,Prime Industries,7633.79,944.97,6688.82,314.52,157.26,2668.82,Invoice
FIN00310,ORD00463,2025-08-21,CUST073,Vertex Industries,1511705.13,949381.76,562323.37,84847.67,42423.83,172324.06,Invoice
FIN00311,ORD00495,2025-06-16,CUST092,Metro Industries,3283.78,3283.78,0,119.02,59.51,1404.95,Invoice
FIN00312,ORD00844,2025-07-05,CUST020,Shree Industries,1085.98,1085.98,0,46.61,23.31,350.19,Invoice
FIN00313,ORD01540,2025-01-08,CUST028,United Logistics,12722.5,12722.5,0,606.78,303.39,3144.02,Invoice
FIN00314,ORD00527,2025-05-20,CUST040,National Pvt Ltd,27174.95,2560,24614.95,1051.73,525.87,10572.63,Invoice
FIN00315,ORD00142,2025-10-04,CUST100,Sunrise Traders,7255.31,7255.31,0,324.33,162.17,2135.46,Invoice
FIN00316,ORD01477,2025-06-20,CUST030,Metro Industries,25607.29,25607.29,0,958.53,479.27,10476.2,Invoice
FIN00317,ORD00618,2025-02-17,CUST016,Shree Pvt Ltd,26655.96,26655.96,0,1082.58,541.29,9566.67,Invoice
FIN00318,ORD01682,2025-10-02,CUST008,Metro Traders,36077.06,36077.06,0,1399.67,699.83,13982.31,Invoice
FIN00319,ORD00858,2025-02-10,CUST100,Sunrise Traders,5421.13,3287.58,2133.55,225.25,112.63,1865.34,Invoice
FIN00320,ORD00434,2025-12-20,CUST010,Metro Logistics,20980.62,10666.96,10313.66,759.06,379.53,8998.3,Invoice
FIN00321,ORD00999,2025-07-11,CUST108,National Manufacturing,6956.21,439.27,6516.94,288.31,144.16,2405.01,Invoice
FIN00322,ORD00272,2025-02-15,CUST107,Om Traders,23727,23727,0,927.44,463.72,9086.7,Invoice
FIN00323,ORD00185,2025-09-28,CUST027,Om Industries,35225.24,35225.24,0,1690.28,845.14,8543.04,Invoice
FIN00324,ORD00773,2025-08-08,CUST064,Sunrise Industries,17364.89,6914.43,10450.46,713.97,356.99,6094.34,Invoice
FIN00325,ORD00245,2025-12-23,CUST069,United Logistics,8315.38,8315.38,0,290.87,145.43,3723.84,Invoice
FIN00326,ORD01464,2025-04-01,CUST108,National Manufacturing,20071.98,20071.98,0,887.72,443.86,6058.71,Invoice
FIN00327,ORD01069,2025-02-21,CUST042,National Manufacturing,227696.77,22479.38,205217.39,11263.15,5631.57,49899.92,Invoice
FIN00328,ORD01461,2025-08-24,CUST024,Sunrise Logistics,23740.97,23740.97,0,870.06,435.03,10006.51,Invoice
FIN00329,ORD01400,2025-02-17,CUST093,Om Traders,5098.78,5098.78,0,235.16,117.58,1386.6,Invoice
FIN00330,ORD01488,2025-12-31,CUST009,Prime Industries,387014.99,387014.99,0,18614.62,9307.31,93169.89,Invoice
FIN00331,ORD01482,2025-08-17,CUST036,National Industries,712985.67,468651.95,244333.72,33303.91,16651.96,187259.62,Invoice
FIN00332,ORD00908,2025-09-14,CUST084,Prime Traders,26991.55,26991.55,0,1108.23,554.12,9497.32,Invoice
FIN00333,ORD00603,2025-11-10,CUST004,Prime Manufacturing,435774.81,435774.81,0,22397.73,11198.87,82210.61,Invoice
FIN00334,ORD01767,2025-11-01,CUST072,United Logistics,14483.13,14483.13,0,704.8,352.4,3357.38,Invoice
FIN00335,ORD01309,2025-12-07,CUST001,Prime Industries,25759.96,25759.96,0,1240.55,620.27,6177.03,Invoice
FIN00336,ORD00251,2025-10-20,CUST088,United Manufacturing,33070.54,211.7,32858.84,1393.56,696.78,11072.18,Invoice
FIN00337,ORD00498,2025-06-25,CUST082,Global Enterprises,7962.58,7962.58,0,374.1,187.05,2057.15,Invoice
FIN00338,ORD01178,2025-06-12,CUST120,Prime Manufacturing,7228.38,4244.32,2984.06,323.92,161.96,2115.03,Invoice
FIN00339,ORD01291,2025-11-26,CUST110,Om Manufacturing,2529612.78,2529612.78,0,138298.05,69149.03,346479.22,Invoice
FIN00340,ORD01377,2025-05-31,CUST117,National Pvt Ltd,4782.27,4782.27,0,224.1,112.05,1244.65,Invoice
FIN00341,ORD00355,2025-07-14,CUST032,Vertex Industries,1175382.34,1175382.34,0,57709.98,28854.99,264389.09,Invoice
FIN00342,ORD01054,2025-08-30,CUST047,Global Pvt Ltd,29407.74,16918.7,12489.04,1332.82,666.41,8368.15,Invoice
FIN00343,ORD00619,2025-06-05,CUST066,Om Logistics,1462542.09,1462542.09,0,65994.17,32997.09,420776.92,Invoice
FIN00344,ORD00629,2025-02-15,CUST083,Metro Industries,10786.11,10786.11,0,443.1,221.55,3791.53,Invoice
FIN00345,ORD01027,2025-04-01,CUST013,Prime Industries,19820.11,19820.11,0,844.33,422.17,6491.75,Invoice
FIN00346,ORD01304,2025-05-03,CUST049,Metro Enterprises,2849.04,2849.04,0,103,51.5,1223.14,Invoice
FIN00347,ORD00416,2025-03-25,CUST108,National Manufacturing,49433.79,49433.79,0,2398.9,1199.45,11565.38,Invoice
FIN00348,ORD00998,2025-08-28,CUST099,Prime Pvt Ltd,13126.71,13126.71,0,562.68,281.34,4244.34,Invoice
FIN00349,ORD00171,2025-08-11,CUST101,Vertex Manufacturing,22205.23,2053.99,20151.24,1023.69,511.85,6045.54,Invoice
FIN00350,ORD01567,2025-04-20,CUST110,Om Manufacturing,24941.47,24941.47,0,1000.33,500.17,9150.53,Invoice
FIN00351,ORD00414,2025-05-21,CUST115,Metro Enterprises,9706.63,9706.63,0,381.32,190.66,3687.28,Invoice
FIN00352,ORD01422,2025-11-14,CUST047,Global Pvt Ltd,5900.46,331.48,5568.98,243.45,121.73,2057.42,Invoice
FIN00353,ORD00301,2025-03-16,CUST037,Prime Pvt Ltd,92713.02,40768.04,51944.98,4631.29,2315.65,19604.76,Invoice
FIN00354,ORD01782,2025-07-19,CUST099,Prime Pvt Ltd,118259.72,118259.72,0,5378.42,2689.21,33357.49,Invoice
FIN00355,ORD00412,2025-12-19,CUST094,Sunrise Traders,218.89,218.89,0,10.05,5.02,60.32,Invoice
FIN00356,ORD00766,2025-04-06,CUST016,Shree Pvt Ltd,12320.01,12320.01,0,546,273,3701.01,Invoice
FIN00357,ORD01466,2025-07-14,CUST057,Apex Enterprises,17501.43,17501.43,0,786.59,393.29,5084.57,Invoice
FIN00358,ORD01735,2025-03-29,CUST028,United Logistics,23787.86,15259,8528.86,930.06,465.03,9106.14,Invoice
FIN00359,ORD01270,2025-07-17,CUST113,Vertex Manufacturing,1043.22,1043.22,0,44.57,22.29,339.64,Invoice
FIN00360,ORD01275,2025-01-23,CUST089,Shree Manufacturing,19702.39,11207.16,8495.23,854.21,427.1,6218.09,Invoice
FIN00361,ORD00833,2025-08-08,CUST073,Vertex Industries,2239.52,2239.52,0,89.73,44.87,823.02,Invoice
FIN00362,ORD00837,2025-05-04,CUST071,Prime Manufacturing,1183.52,1183.52,0,45.97,22.99,457.81,Invoice
FIN00363,ORD01104,2025-06-30,CUST082,Global Enterprises,36799.75,36799.75,0,1467.91,733.95,13627.8,Invoice
FIN00364,ORD00860,2025-07-08,CUST037,Prime Pvt Ltd,1685.92,1685.92,0,75.53,37.76,493.68,Invoice
FIN00365,ORD00568,2025-06-02,CUST037,Prime Pvt Ltd,6095.6,4246.06,1849.54,251.45,125.72,2126.3,Invoice
FIN00366,ORD00176,2025-05-04,CUST077,Shree Industries,49525.66,3763.55,45762.11,2027.89,1013.95,17513.94,Invoice
FIN00367,ORD01462,2025-11-13,CUST014,National Industries,5101.31,3309.27,1792.04,191.01,95.51,2086.04,Invoice
FIN00368,ORD00678,2025-04-27,CUST003,Prime Logistics,20638.59,20638.59,0,814.05,407.03,7788.18,Invoice
FIN00369,ORD01395,2025-01-01,CUST087,Shree Manufacturing,187.11,187.11,0,7.5,3.75,68.79,Invoice
FIN00370,ORD00335,2025-03-02,CUST002,Global Pvt Ltd,33679.81,2125.28,31554.53,1617.58,808.79,8145.13,Invoice
FIN00371,ORD00760,2025-02-13,CUST087,Shree Manufacturing,17417.44,17417.44,0,679.98,339.99,6683.44,Invoice
FIN00372,ORD00638,2025-03-06,CUST042,National Manufacturing,28681.05,3364.39,25316.66,1402.52,701.26,6541.2,Invoice
FIN00373,ORD00894,2025-03-16,CUST056,National Enterprises,8086.69,8086.69,0,346.84,173.42,2611.51,Invoice
FIN00374,ORD01206,2025-08-05,CUST077,Shree Industries,351.9,351.9,0,15.41,7.7,108.67,Invoice
FIN00375,ORD00199,2025-12-16,CUST021,National Pvt Ltd,363294.7,363294.7,0,19435.78,9717.89,56487,Invoice
FIN00376,ORD00016,2025-09-26,CUST047,Global Pvt Ltd,13330.43,13330.43,0,599.1,299.55,3873.24,Invoice
FIN00377,ORD00266,2025-01-14,CUST101,Vertex Manufacturing,74405.48,74405.48,0,3547.1,1773.55,18411.96,Invoice
FIN00378,ORD00558,2025-11-11,CUST100,Sunrise Traders,16100.19,16100.19,0,702.7,351.35,5007.54,Invoice
FIN00379,ORD01034,2025-05-30,CUST021,National Pvt Ltd,37864.84,37864.84,0,1764.54,882.27,10010.24,Invoice
FIN00380,ORD00817,2025-12-31,CUST065,Apex Logistics,28897.22,28897.22,0,1055.52,527.76,12235.04,Invoice
FIN00381,ORD01508,2025-10-05,CUST053,United Manufacturing,1793.78,1793.78,0,78.76,39.38,550.45,Invoice
FIN00382,ORD00742,2025-02-15,CUST083,Metro Industries,13324.61,13324.61,0,627.44,313.72,3420.05,Invoice
FIN00383,ORD01393,2025-12-11,CUST017,Global Logistics,93092.28,2681.63,90410.65,3924.85,1962.43,31135.66,Invoice
FIN00384,ORD00479,2025-08-12,CUST002,Global Pvt Ltd,18919.83,10914.8,8005.03,773.56,386.78,6708.57,Invoice
FIN00385,ORD01006,2025-02-09,CUST064,Sunrise Industries,32786.2,32786.2,0,1388.31,694.16,10870.67,Invoice
FIN00386,ORD00417,2025-04-15,CUST044,Apex Industries,2077.24,2077.24,0,82.85,41.42,769.43,Invoice
FIN00387,ORD00200,2025-06-04,CUST015,Metro Manufacturing,20547.19,20547.19,0,1022.41,511.2,4407.74,Invoice
FIN00388,ORD00728,2025-12-04,CUST114,United Pvt Ltd,40013.13,4316.47,35696.66,1528.35,764.17,15887.1,Invoice
FIN00389,ORD00994,2025-03-29,CUST091,Metro Pvt Ltd,25730.85,3129.8,22601.05,903.91,451.96,11461.93,Invoice
FIN00390,ORD01723,2025-07-21,CUST116,United Manufacturing,34669.47,34669.47,0,1289.74,644.87,14309.93,Invoice
FIN00391,ORD01152,2025-11-13,CUST117,National Pvt Ltd,12683.36,12683.36,0,494.77,247.38,4873.13,Invoice
FIN00392,ORD01493,2025-07-11,CUST086,Apex Manufacturing,7841.67,7841.67,0,359.35,179.67,2169.15,Invoice
FIN00393,ORD01450,2025-04-15,CUST038,Global Manufacturing,35279.92,35279.92,0,1459.08,729.54,12247.33,Invoice
FIN00394,ORD01173,2025-08-07,CUST049,Metro Enterprises,8965.31,216.87,8748.44,402.74,201.37,2607.73,Invoice
FIN00395,ORD01118,2025-12-23,CUST092,Metro Industries,61257.53,61257.53,0,3230.72,1615.36,10258.35,Invoice
FIN00396,ORD01569,2025-04-10,CUST116,United Manufacturing,5703.14,782.76,4920.38,222.75,111.38,2186.82,Invoice
FIN00397,ORD00600,2025-05-04,CUST030,Metro Industries,69312.77,69312.77,0,2755.74,1377.87,25811.41,Invoice
FIN00398,ORD01386,2025-12-13,CUST087,Shree Manufacturing,35982.79,35982.79,0,1408.19,704.1,13753.43,Invoice
FIN00399,ORD00931,2025-01-16,CUST071,Prime Manufacturing,4623.29,4623.29,0,228.08,114.04,1022.84,Invoice
FIN00400,ORD00311,2025-11-19,CUST022,United Manufacturing,65981.85,8083.64,57898.21,3072.9,1536.45,17473.85,Invoice
FIN00401,ORD00057,2025-08-21,CUST120,Prime Manufacturing,68229.26,68229.26,0,3879.84,1939.92,6983.24,Invoice
FIN00402,ORD00549,2025-10-15,CUST016,Shree Pvt Ltd,7980.09,7980.09,0,347.76,173.88,2490.41,Invoice
FIN00403,ORD00423,2025-03-23,CUST055,National Manufacturing,5975.18,5975.18,0,257.71,128.85,1907.12,Invoice
FIN00404,ORD00597,2025-04-05,CUST038,Global Manufacturing,35948.72,35948.72,0,1384.88,692.44,14087.32,Invoice
FIN00405,ORD00044,2025-04-13,CUST007,Shree Industries,40036.1,18739.16,21296.94,1850.58,925.29,10823.45,Invoice
FIN00406,ORD00101,2025-05-23,CUST084,Prime Traders,25579.41,25579.41,0,1135.86,567.93,7648.97,Invoice
FIN00407,ORD00275,2025-08-11,CUST032,Vertex Industries,40561.05,1389.73,39171.32,1821.93,910.97,11800.54,Invoice
FIN00408,ORD01259,2025-02-17,CUST095,Vertex Industries,510.14,510.14,0,19.94,9.97,195.31,Invoice
FIN00409,ORD00354,2025-06-27,CUST106,Global Pvt Ltd,190047.14,190047.14,0,8102.23,4051.11,62147.71,Invoice
FIN00410,ORD00102,2025-11-10,CUST091,Metro Pvt Ltd,17007.28,1739.66,15267.62,726.84,363.42,5533.56,Invoice
FIN00411,ORD00975,2025-01-03,CUST119,National Traders,653.62,653.62,0,28,14,211.64,Invoice
FIN00412,ORD00108,2025-10-10,CUST037,Prime Pvt Ltd,34535.43,34535.43,0,1385.05,692.52,12671.49,Invoice
FIN00413,ORD01731,2025-11-04,CUST061,Apex Industries,54588.27,54588.27,0,2147.07,1073.54,20695.17,Invoice
FIN00414,ORD01781,2025-11-12,CUST063,Prime Logistics,11148.32,11148.32,0,510.21,255.11,3094.23,Invoice
FIN00415,ORD00839,2025-03-30,CUST002,Global Pvt Ltd,1298.99,754.42,544.57,53.1,26.55,460.75,Invoice
FIN00416,ORD01245,2025-10-18,CUST045,Apex Traders,3315.53,3315.53,0,138.05,69.02,1136.34,Invoice
FIN00417,ORD00694,2025-03-20,CUST091,Metro Pvt Ltd,10399.14,10399.14,0,377.08,188.54,4446.63,Invoice
FIN00418,ORD00586,2025-08-02,CUST016,Shree Pvt Ltd,120341.34,60101.27,60240.07,5426.34,2713.17,34682.66,Invoice
FIN00419,ORD01629,2025-04-10,CUST111,National Manufacturing,67076.44,34155.22,32921.22,2765.33,1382.67,23423.66,Invoice
FIN00420,ORD00979,2025-04-29,CUST105,United Pvt Ltd,20231.16,20231.16,0,902.01,451,5992.33,Invoice
FIN00421,ORD01170,2025-11-17,CUST086,Apex Manufacturing,11324.1,7026.19,4297.91,585.41,292.71,2082.94,Invoice
FIN00422,ORD00129,2025-11-30,CUST064,Sunrise Industries,51401.33,33178.25,18223.08,2373.35,1186.67,13936.38,Invoice
FIN00423,ORD01271,2025-04-10,CUST097,Vertex Pvt Ltd,30920.72,17123.98,13796.74,1376.7,688.35,9188.6,Invoice
FIN00424,ORD00454,2025-03-17,CUST097,Vertex Pvt Ltd,10686.68,10686.68,0,425.88,212.94,3963.79,Invoice
FIN00425,ORD00428,2025-02-25,CUST019,Apex Manufacturing,522.26,522.26,0,21.78,10.89,178.41,Invoice
FIN00426,ORD01684,2025-11-18,CUST018,Sunrise Traders,65384.56,65384.56,0,3227.88,1613.94,14430.09,Invoice
FIN00427,ORD01059,2025-05-26,CUST032,Vertex Industries,3756.74,3756.74,0,164.1,82.05,1166.23,Invoice
FIN00428,ORD00866,2025-02-05,CUST069,United Logistics,9115.16,9115.16,0,391.72,195.86,2931.51,Invoice
FIN00429,ORD01387,2025-02-22,CUST080,Vertex Industries,3128.2,1326.3,1801.9,116.72,58.36,1285.77,Invoice
FIN00430,ORD00941,2025-08-12,CUST083,Metro Industries,3446.74,3446.74,0,153.7,76.85,1020.43,Invoice
FIN00431,ORD01232,2025-04-29,CUST052,United Manufacturing,25500.96,25500.96,0,1077.77,538.88,8487.61,Invoice
FIN00432,ORD01121,2025-12-17,CUST031,United Industries,26952.49,26952.49,0,997.7,498.85,11203.15,Invoice
FIN00433,ORD00610,2025-02-22,CUST073,Vertex Industries,2068.42,2068.42,0,80.7,40.35,794.55,Invoice
