Order_ID,Order_Date,Product_ID,Product_Name,Category,Quantity,Planned_Production_Date,Production_Completion_Date,Production_Status,Production_Days,Planned_Qty,Actual_Qty,Production_Completion_%
ORD00410,2025-12-03,P011,5-Ply Corrugated Box,Customized Carton Boxes,15,2025-12-06,2025-12-07,Completed,1,15,15,1
ORD00411,2025-08-07,P002,PET Strapping Roll,Strapping Solutions,205,2025-08-11,2025-08-16,Completed,5,205,205,1
ORD00412,2025-12-19,P011,5-Ply Corrugated Box,Customized Carton Boxes,4,2025-12-25,2025-12-27,Completed,2,4,4,1
ORD00413,2025-04-05,P005,Stretch Film Roll,Stretch / Film Solutions,40,2025-04-09,2025-04-16,In Production,7,40,23,0.575
ORD00414,2025-05-21,P001,PP Strapping Roll,Strapping Solutions,100,2025-05-24,2025-05-31,Completed,7,100,100,1
ORD00415,2025-12-18,P005,Stretch Film Roll,Stretch / Film Solutions,38,2025-12-20,2025-12-23,Completed,3,38,38,1
ORD00416,2025-03-25,P013,Platform Trolley,Material Handling,6,2025-03-28,2025-03-30,Completed,2,6,6,1
ORD00417,2025-04-15,P011,5-Ply Corrugated Box,Customized Carton Boxes,33,2025-04-17,2025-04-19,Completed,2,33,33,1
ORD00418,2025-07-14,P007,Wooden Pallet,Pallet Solutions,351,2025-07-18,2025-07-22,Completed,4,351,351,1
ORD00419,2025-05-06,P005,Stretch Film Roll,Stretch / Film Solutions,14,2025-05-12,2025-05-17,Completed,5,14,14,1
ORD00420,2025-06-05,P007,Wooden Pallet,Pallet Solutions,14,2025-06-09,2025-06-13,In Production,4,14,6,0.428571429
ORD00421,2025-09-14,P001,PP Strapping Roll,Strapping Solutions,100,2025-09-16,2025-09-18,Completed,2,100,100,1
ORD00422,2025-06-15,P002,PET Strapping Roll,Strapping Solutions,80,2025-06-18,2025-06-24,Completed,6,80,80,1
ORD00423,2025-03-23,P012,7-Ply Corrugated Box,Customized Carton Boxes,68,2025-03-28,2025-04-02,In Production,5,68,34,0.5
ORD00424,2025-12-31,P006,Shrink Film Roll,Stretch / Film Solutions,11,2026-01-02,2026-01-06,Pending,4,11,0,0
ORD00425,2025-11-15,P005,Stretch Film Roll,Stretch / Film Solutions,18,2025-11-19,2025-11-20,Completed,1,18,18,1
ORD00426,2025-12-04,P005,Stretch Film Roll,Stretch / Film Solutions,12,2025-12-09,2025-12-13,Completed,4,12,12,1
ORD00427,2025-03-17,P005,Stretch Film Roll,Stretch / Film Solutions,116,2025-03-19,2025-03-25,Completed,6,116,116,1
ORD00428,2025-02-25,P011,5-Ply Corrugated Box,Customized Carton Boxes,9,2025-03-02,2025-03-04,Completed,2,9,9,1
ORD00429,2025-10-24,P001,PP Strapping Roll,Strapping Solutions,900,2025-10-28,2025-10-29,In Production,1,900,723,0.803333333
ORD00430,2025-03-10,P008,Plastic Pallet,Pallet Solutions,6,2025-03-12,2025-03-18,Completed,6,6,6,1
ORD00431,2025-02-14,P009,Manual Strapping Tool,Packaging Tools & Equipment,16,2025-02-19,2025-02-25,In Production,6,16,6,0.375
ORD00432,2025-09-12,P003,Bubble Wrap Roll,Protective Packaging,44,2025-09-18,2025-09-24,In Production,6,44,19,0.431818182
ORD00433,2025-08-27,P005,Stretch Film Roll,Stretch / Film Solutions,12,2025-08-29,2025-09-04,Completed,6,12,12,1
ORD00434,2025-12-20,P001,PP Strapping Roll,Strapping Solutions,200,2025-12-24,2025-12-27,Completed,3,200,200,1
ORD00435,2025-01-15,P004,EPE Foam Roll,Protective Packaging,8,2025-01-18,2025-01-20,Completed,2,8,8,1
ORD00436,2025-08-24,P014,Hand Pallet Truck,Material Handling,39,2025-08-30,2025-09-02,Completed,3,39,39,1
ORD00437,2025-04-17,P008,Plastic Pallet,Pallet Solutions,18,2025-04-23,2025-04-29,Completed,6,18,18,1
ORD00438,2025-11-07,P009,Manual Strapping Tool,Packaging Tools & Equipment,90,2025-11-12,2025-11-14,Completed,2,90,90,1
ORD00439,2025-07-10,P004,EPE Foam Roll,Protective Packaging,26,2025-07-15,2025-07-22,Completed,7,26,26,1
ORD00440,2025-01-13,P008,Plastic Pallet,Pallet Solutions,17,2025-01-18,2025-01-23,Completed,5,17,17,1
ORD00441,2025-12-13,P003,Bubble Wrap Roll,Protective Packaging,18,2025-12-16,2025-12-18,In Production,2,18,11,0.611111111
ORD00442,2025-06-20,P009,Manual Strapping Tool,Packaging Tools & Equipment,19,2025-06-25,2025-06-26,Completed,1,19,19,1
ORD00443,2025-04-13,P009,Manual Strapping Tool,Packaging Tools & Equipment,19,2025-04-16,2025-04-19,Completed,3,19,19,1
ORD00444,2025-11-15,P011,5-Ply Corrugated Box,Customized Carton Boxes,10,2025-11-21,2025-11-26,Completed,5,10,10,1
ORD00445,2025-02-06,P011,5-Ply Corrugated Box,Customized Carton Boxes,5,2025-02-10,2025-02-15,Completed,5,5,5,1
ORD00446,2025-02-14,P005,Stretch Film Roll,Stretch / Film Solutions,8,2025-02-19,2025-02-23,Completed,4,8,8,1
ORD00447,2025-12-10,P003,Bubble Wrap Roll,Protective Packaging,36,2025-12-16,2025-12-17,Completed,1,36,36,1
ORD00448,2025-03-15,P004,EPE Foam Roll,Protective Packaging,8,2025-03-21,2025-03-24,In Production,3,8,7,0.875
ORD00449,2025-02-03,P008,Plastic Pallet,Pallet Solutions,19,2025-02-08,2025-02-09,Completed,1,19,19,1
ORD00450,2025-06-16,P009,Manual Strapping Tool,Packaging Tools & Equipment,17,2025-06-22,2025-06-28,Completed,6,17,17,1
ORD00451,2025-07-16,P013,Platform Trolley,Material Handling,17,2025-07-18,2025-07-21,Pending,3,17,0,0
ORD00452,2025-12-06,P012,7-Ply Corrugated Box,Customized Carton Boxes,72,2025-12-08,2025-12-14,Completed,6,72,72,1
ORD00453,2025-02-05,P006,Shrink Film Roll,Stretch / Film Solutions,19,2025-02-11,2025-02-12,Completed,1,19,19,1
ORD00454,2025-03-17,P005,Stretch Film Roll,Stretch / Film Solutions,17,2025-03-20,2025-03-24,Completed,4,17,17,1
ORD00455,2025-06-05,P006,Shrink Film Roll,Stretch / Film Solutions,25,2025-06-10,2025-06-16,Completed,6,25,25,1
ORD00456,2025-07-09,P002,PET Strapping Roll,Strapping Solutions,250,2025-07-15,2025-07-16,Completed,1,250,250,1
ORD00457,2025-11-17,P005,Stretch Film Roll,Stretch / Film Solutions,5,2025-11-21,2025-11-27,Completed,6,5,5,1
ORD00458,2025-03-20,P008,Plastic Pallet,Pallet Solutions,18,2025-03-24,2025-03-31,Completed,7,18,18,1
ORD00459,2025-08-22,P005,Stretch Film Roll,Stretch / Film Solutions,18,2025-08-28,2025-09-01,Completed,4,18,18,1
ORD00460,2025-10-23,P001,PP Strapping Roll,Strapping Solutions,410,2025-10-28,2025-11-04,In Production,7,410,168,0.409756098
ORD00461,2025-07-08,P007,Wooden Pallet,Pallet Solutions,7,2025-07-10,2025-07-15,Completed,5,7,7,1
ORD00462,2025-02-15,P011,5-Ply Corrugated Box,Customized Carton Boxes,7,2025-02-18,2025-02-22,Completed,4,7,7,1
ORD00463,2025-08-21,P010,Battery Strapping Machine,Packaging Tools & Equipment,43,2025-08-27,2025-08-31,Pending,4,43,0,0
ORD00464,2025-06-05,P005,Stretch Film Roll,Stretch / Film Solutions,5,2025-06-11,2025-06-14,Completed,3,5,5,1
ORD00465,2025-03-06,P001,PP Strapping Roll,Strapping Solutions,120,2025-03-12,2025-03-13,Completed,1,120,120,1
ORD00466,2025-03-19,P005,Stretch Film Roll,Stretch / Film Solutions,5,2025-03-24,2025-03-27,Completed,3,5,5,1
ORD00467,2025-11-01,P001,PP Strapping Roll,Strapping Solutions,100,2025-11-04,2025-11-11,Completed,7,100,100,1
ORD00468,2025-06-26,P006,Shrink Film Roll,Stretch / Film Solutions,13,2025-06-28,2025-07-04,Completed,6,13,13,1
ORD00469,2025-12-28,P005,Stretch Film Roll,Stretch / Film Solutions,52,2026-01-02,2026-01-06,Completed,4,52,52,1
ORD00470,2025-09-29,P010,Battery Strapping Machine,Packaging Tools & Equipment,4,2025-10-01,2025-10-02,Completed,1,4,4,1
ORD00471,2025-12-02,P003,Bubble Wrap Roll,Protective Packaging,6,2025-12-08,2025-12-12,Completed,4,6,6,1
ORD00472,2025-12-11,P006,Shrink Film Roll,Stretch / Film Solutions,16,2025-12-13,2025-12-20,Completed,7,16,16,1
ORD00473,2025-01-13,P005,Stretch Film Roll,Stretch / Film Solutions,22,2025-01-19,2025-01-20,In Production,1,22,13,0.590909091
ORD00474,2025-03-08,P001,PP Strapping Roll,Strapping Solutions,120,2025-03-13,2025-03-19,Completed,6,120,120,1
ORD00475,2025-08-07,P001,PP Strapping Roll,Strapping Solutions,190,2025-08-11,2025-08-14,Completed,3,190,190,1
ORD00476,2025-08-14,P001,PP Strapping Roll,Strapping Solutions,260,2025-08-16,2025-08-20,Completed,4,260,260,1
ORD00477,2025-02-24,P002,PET Strapping Roll,Strapping Solutions,105,2025-03-01,2025-03-07,Completed,6,105,105,1
ORD00478,2025-11-24,P001,PP Strapping Roll,Strapping Solutions,370,2025-11-26,2025-11-27,Completed,1,370,370,1
ORD00479,2025-08-12,P006,Shrink Film Roll,Stretch / Film Solutions,23,2025-08-17,2025-08-24,Completed,7,23,23,1
ORD00480,2025-12-16,P006,Shrink Film Roll,Stretch / Film Solutions,36,2025-12-20,2025-12-24,In Production,4,36,13,0.361111111
ORD00481,2025-04-14,P007,Wooden Pallet,Pallet Solutions,108,2025-04-17,2025-04-22,Completed,5,108,108,1
ORD00482,2025-08-13,P011,5-Ply Corrugated Box,Customized Carton Boxes,42,2025-08-16,2025-08-18,Completed,2,42,42,1
ORD00483,2025-10-01,P006,Shrink Film Roll,Stretch / Film Solutions,58,2025-10-06,2025-10-07,Completed,1,58,58,1
ORD00484,2025-03-18,P013,Platform Trolley,Material Handling,26,2025-03-24,2025-03-26,Completed,2,26,26,1
ORD00485,2025-03-08,P012,7-Ply Corrugated Box,Customized Carton Boxes,13,2025-03-10,2025-03-12,Completed,2,13,13,1
ORD00486,2025-09-12,P012,7-Ply Corrugated Box,Customized Carton Boxes,6,2025-09-18,2025-09-25,Completed,7,6,6,1
ORD00487,2025-10-07,P001,PP Strapping Roll,Strapping Solutions,140,2025-10-10,2025-10-13,Completed,3,140,140,1
ORD00488,2025-10-11,P008,Plastic Pallet,Pallet Solutions,11,2025-10-14,2025-10-18,In Production,4,11,6,0.545454545
ORD00489,2025-01-04,P009,Manual Strapping Tool,Packaging Tools & Equipment,40,2025-01-06,2025-01-08,Completed,2,40,40,1
ORD00490,2025-05-19,P001,PP Strapping Roll,Strapping Solutions,170,2025-05-25,2025-05-29,Completed,4,170,170,1
ORD00491,2025-06-04,P003,Bubble Wrap Roll,Protective Packaging,26,2025-06-08,2025-06-12,Completed,4,26,26,1
ORD00492,2025-04-23,P006,Shrink Film Roll,Stretch / Film Solutions,42,2025-04-28,2025-05-05,In Production,7,42,24,0.571428571
ORD00493,2025-11-27,P004,EPE Foam Roll,Protective Packaging,21,2025-12-01,2025-12-04,Completed,3,21,21,1
ORD00494,2025-03-22,P001,PP Strapping Roll,Strapping Solutions,990,2025-03-24,2025-03-28,Completed,4,990,990,1
ORD00495,2025-06-16,P011,5-Ply Corrugated Box,Customized Carton Boxes,51,2025-06-19,2025-06-26,Completed,7,51,51,1
ORD00496,2025-10-27,P005,Stretch Film Roll,Stretch / Film Solutions,49,2025-11-01,2025-11-02,Completed,1,49,49,1
ORD00497,2025-11-20,P005,Stretch Film Roll,Stretch / Film Solutions,28,2025-11-24,2025-11-27,Completed,3,28,28,1
ORD00498,2025-06-25,P003,Bubble Wrap Roll,Protective Packaging,10,2025-06-28,2025-07-01,Completed,3,10,10,1
ORD00499,2025-07-30,P009,Manual Strapping Tool,Packaging Tools & Equipment,7,2025-08-05,2025-08-09,Completed,4,7,7,1
ORD00500,2025-10-24,P002,PET Strapping Roll,Strapping Solutions,130,2025-10-27,2025-11-01,Completed,5,130,130,1
ORD00501,2025-07-21,P003,Bubble Wrap Roll,Protective Packaging,105,2025-07-26,2025-08-02,Completed,7,105,105,1
ORD00502,2025-11-28,P002,PET Strapping Roll,Strapping Solutions,50,2025-11-30,2025-12-01,Completed,1,50,50,1
ORD00503,2025-12-27,P008,Plastic Pallet,Pallet Solutions,12,2026-01-01,2026-01-03,Completed,2,12,12,1
ORD00504,2025-08-07,P012,7-Ply Corrugated Box,Customized Carton Boxes,8,2025-08-11,2025-08-17,Completed,6,8,8,1
ORD00505,2025-07-06,P005,Stretch Film Roll,Stretch / Film Solutions,8,2025-07-08,2025-07-09,Completed,1,8,8,1
ORD00506,2025-12-30,P013,Platform Trolley,Material Handling,33,2026-01-02,2026-01-04,Completed,2,33,33,1
ORD00507,2025-06-30,P007,Wooden Pallet,Pallet Solutions,10,2025-07-04,2025-07-09,Completed,5,10,10,1
ORD00508,2025-12-14,P012,7-Ply Corrugated Box,Customized Carton Boxes,5,2025-12-20,2025-12-23,Completed,3,5,5,1
ORD00509,2025-02-11,P006,Shrink Film Roll,Stretch / Film Solutions,38,2025-02-16,2025-02-18,Completed,2,38,38,1
ORD00510,2025-05-31,P004,EPE Foam Roll,Protective Packaging,26,2025-06-05,2025-06-11,Completed,6,26,26,1
ORD00511,2025-11-27,P001,PP Strapping Roll,Strapping Solutions,240,2025-12-01,2025-12-05,In Production,4,240,104,0.433333333
ORD00512,2025-08-23,P011,5-Ply Corrugated Box,Customized Carton Boxes,14,2025-08-27,2025-09-01,Completed,5,14,14,1
ORD00513,2025-08-22,P005,Stretch Film Roll,Stretch / Film Solutions,17,2025-08-25,2025-08-30,Pending,5,17,0,0
ORD00514,2025-10-22,P003,Bubble Wrap Roll,Protective Packaging,5,2025-10-25,2025-10-29,Completed,4,5,5,1
ORD00515,2025-10-04,P011,5-Ply Corrugated Box,Customized Carton Boxes,15,2025-10-07,2025-10-12,Completed,5,15,15,1
ORD00516,2025-10-07,P010,Battery Strapping Machine,Packaging Tools & Equipment,53,2025-10-13,2025-10-16,Pending,3,53,0,0
ORD00517,2025-12-19,P005,Stretch Film Roll,Stretch / Film Solutions,6,2025-12-21,2025-12-27,Completed,6,6,6,1
ORD00518,2025-06-17,P002,PET Strapping Roll,Strapping Solutions,120,2025-06-19,2025-06-24,In Production,5,120,73,0.608333333
ORD00519,2025-12-10,P012,7-Ply Corrugated Box,Customized Carton Boxes,3,2025-12-12,2025-12-17,Completed,5,3,3,1
ORD00520,2025-08-07,P006,Shrink Film Roll,Stretch / Film Solutions,42,2025-08-11,2025-08-15,Completed,4,42,42,1
ORD00521,2025-08-01,P007,Wooden Pallet,Pallet Solutions,43,2025-08-06,2025-08-09,Completed,3,43,43,1
ORD00522,2025-06-21,P003,Bubble Wrap Roll,Protective Packaging,35,2025-06-23,2025-06-28,Completed,5,35,35,1
ORD00523,2025-05-29,P008,Plastic Pallet,Pallet Solutions,23,2025-06-04,2025-06-08,Completed,4,23,23,1
ORD00524,2025-05-15,P001,PP Strapping Roll,Strapping Solutions,100,2025-05-19,2025-05-25,In Production,6,100,52,0.52
ORD00525,2025-09-10,P011,5-Ply Corrugated Box,Customized Carton Boxes,36,2025-09-12,2025-09-17,Completed,5,36,36,1
ORD00526,2025-09-20,P001,PP Strapping Roll,Strapping Solutions,100,2025-09-26,2025-09-27,Completed,1,100,100,1
ORD00527,2025-05-20,P004,EPE Foam Roll,Protective Packaging,17,2025-05-24,2025-05-28,Completed,4,17,17,1
ORD00528,2025-03-27,P009,Manual Strapping Tool,Packaging Tools & Equipment,10,2025-04-02,2025-04-05,Completed,3,10,10,1
ORD00529,2025-03-12,P005,Stretch Film Roll,Stretch / Film Solutions,25,2025-03-18,2025-03-21,In Production,3,25,21,0.84
ORD00530,2025-10-14,P002,PET Strapping Roll,Strapping Solutions,50,2025-10-20,2025-10-26,Completed,6,50,50,1
ORD00531,2025-09-03,P003,Bubble Wrap Roll,Protective Packaging,23,2025-09-07,2025-09-10,In Production,3,23,14,0.608695652
ORD00532,2025-01-15,P005,Stretch Film Roll,Stretch / Film Solutions,19,2025-01-17,2025-01-19,Completed,2,19,19,1
ORD00533,2025-01-10,P001,PP Strapping Roll,Strapping Solutions,340,2025-01-15,2025-01-22,Completed,7,340,340,1
ORD00534,2025-01-23,P007,Wooden Pallet,Pallet Solutions,43,2025-01-25,2025-01-28,In Production,3,43,22,0.511627907
ORD00535,2025-01-15,P008,Plastic Pallet,Pallet Solutions,16,2025-01-17,2025-01-19,Completed,2,16,16,1
ORD00536,2025-02-20,P005,Stretch Film Roll,Stretch / Film Solutions,27,2025-02-26,2025-03-05,Completed,7,27,27,1
ORD00537,2025-04-20,P009,Manual Strapping Tool,Packaging Tools & Equipment,111,2025-04-26,2025-05-03,Completed,7,111,111,1
ORD00538,2025-04-20,P003,Bubble Wrap Roll,Protective Packaging,9,2025-04-26,2025-04-28,Completed,2,9,9,1
ORD00539,2025-05-28,P005,Stretch Film Roll,Stretch / Film Solutions,8,2025-06-03,2025-06-09,Completed,6,8,8,1
ORD00540,2025-10-11,P005,Stretch Film Roll,Stretch / Film Solutions,98,2025-10-16,2025-10-19,In Production,3,98,57,0.581632653
ORD00541,2025-12-11,P006,Shrink Film Roll,Stretch / Film Solutions,49,2025-12-13,2025-12-17,Completed,4,49,49,1
ORD00542,2025-07-06,P006,Shrink Film Roll,Stretch / Film Solutions,53,2025-07-09,2025-07-12,Completed,3,53,53,1
ORD00543,2025-10-31,P001,PP Strapping Roll,Strapping Solutions,150,2025-11-04,2025-11-11,Completed,7,150,150,1
ORD00544,2025-02-25,P007,Wooden Pallet,Pallet Solutions,24,2025-02-27,2025-03-02,In Production,3,24,13,0.541666667
ORD00545,2025-12-14,P014,Hand Pallet Truck,Material Handling,9,2025-12-16,2025-12-18,Completed,2,9,9,1
ORD00546,2025-08-27,P003,Bubble Wrap Roll,Protective Packaging,17,2025-08-30,2025-09-02,Completed,3,17,17,1
ORD00547,2025-03-02,P003,Bubble Wrap Roll,Protective Packaging,24,2025-03-07,2025-03-11,Completed,4,24,24,1
ORD00548,2025-08-09,P013,Platform Trolley,Material Handling,21,2025-08-12,2025-08-15,Completed,3,21,21,1
ORD00549,2025-10-15,P003,Bubble Wrap Roll,Protective Packaging,10,2025-10-18,2025-10-23,Completed,5,10,10,1
ORD00550,2025-02-01,P011,5-Ply Corrugated Box,Customized Carton Boxes,69,2025-02-03,2025-02-08,Completed,5,69,69,1
ORD00551,2025-07-30,P006,Shrink Film Roll,Stretch / Film Solutions,17,2025-08-03,2025-08-04,Completed,1,17,17,1
ORD00552,2025-06-22,P001,PP Strapping Roll,Strapping Solutions,620,2025-06-25,2025-06-26,Completed,1,620,620,1
ORD00553,2025-07-13,P012,7-Ply Corrugated Box,Customized Carton Boxes,16,2025-07-19,2025-07-23,Completed,4,16,16,1
ORD00554,2025-03-27,P002,PET Strapping Roll,Strapping Solutions,85,2025-04-02,2025-04-05,Completed,3,85,85,1
ORD00555,2025-10-21,P011,5-Ply Corrugated Box,Customized Carton Boxes,26,2025-10-26,2025-11-02,Completed,7,26,26,1
ORD00556,2025-08-07,P002,PET Strapping Roll,Strapping Solutions,50,2025-08-10,2025-08-13,Completed,3,50,50,1
ORD00557,2025-08-21,P007,Wooden Pallet,Pallet Solutions,8,2025-08-27,2025-08-29,Completed,2,8,8,1
ORD00558,2025-11-11,P003,Bubble Wrap Roll,Protective Packaging,19,2025-11-16,2025-11-21,Completed,5,19,19,1
ORD00559,2025-06-13,P007,Wooden Pallet,Pallet Solutions,71,2025-06-15,2025-06-21,Completed,6,71,71,1
ORD00560,2025-03-18,P002,PET Strapping Roll,Strapping Solutions,200,2025-03-21,2025-03-22,Completed,1,200,200,1
ORD00561,2025-03-11,P004,EPE Foam Roll,Protective Packaging,27,2025-03-13,2025-03-16,In Production,3,27,22,0.814814815
ORD00562,2025-11-05,P001,PP Strapping Roll,Strapping Solutions,200,2025-11-09,2025-11-16,Completed,7,200,200,1
ORD00563,2025-03-03,P006,Shrink Film Roll,Stretch / Film Solutions,38,2025-03-09,2025-03-15,In Production,6,38,32,0.842105263
ORD00564,2025-07-19,P011,5-Ply Corrugated Box,Customized Carton Boxes,16,2025-07-22,2025-07-26,Pending,4,16,0,0
ORD00565,2025-12-25,P008,Plastic Pallet,Pallet Solutions,67,2025-12-27,2025-12-30,Completed,3,67,67,1
ORD00566,2025-07-08,P011,5-Ply Corrugated Box,Customized Carton Boxes,5,2025-07-12,2025-07-13,Completed,1,5,5,1
ORD00567,2025-12-25,P004,EPE Foam Roll,Protective Packaging,47,2025-12-29,2026-01-05,In Production,7,47,39,0.829787234
ORD00568,2025-06-02,P002,PET Strapping Roll,Strapping Solutions,50,2025-06-05,2025-06-12,In Production,7,50,26,0.52
ORD00569,2025-07-31,P002,PET Strapping Roll,Strapping Solutions,300,2025-08-04,2025-08-10,Completed,6,300,300,1
ORD00570,2025-06-17,P005,Stretch Film Roll,Stretch / Film Solutions,10,2025-06-22,2025-06-28,Completed,6,10,10,1
ORD00571,2025-11-18,P001,PP Strapping Roll,Strapping Solutions,100,2025-11-22,2025-11-25,Completed,3,100,100,1
ORD00572,2025-08-20,P008,Plastic Pallet,Pallet Solutions,14,2025-08-25,2025-09-01,Completed,7,14,14,1
ORD00573,2025-04-04,P004,EPE Foam Roll,Protective Packaging,10,2025-04-09,2025-04-13,In Production,4,10,7,0.7
ORD00574,2025-05-15,P006,Shrink Film Roll,Stretch / Film Solutions,19,2025-05-18,2025-05-19,Completed,1,19,19,1
ORD00575,2025-09-27,P012,7-Ply Corrugated Box,Customized Carton Boxes,43,2025-10-02,2025-10-09,Completed,7,43,43,1
ORD00576,2025-08-09,P013,Platform Trolley,Material Handling,25,2025-08-12,2025-08-17,Completed,5,25,25,1
ORD00577,2025-05-01,P008,Plastic Pallet,Pallet Solutions,18,2025-05-07,2025-05-11,Completed,4,18,18,1
ORD00578,2025-07-23,P005,Stretch Film Roll,Stretch / Film Solutions,40,2025-07-26,2025-08-01,Completed,6,40,40,1
ORD00579,2025-07-01,P012,7-Ply Corrugated Box,Customized Carton Boxes,11,2025-07-07,2025-07-13,Completed,6,11,11,1
ORD00580,2025-10-25,P005,Stretch Film Roll,Stretch / Film Solutions,113,2025-10-28,2025-10-31,Completed,3,113,113,1
ORD00581,2025-03-14,P002,PET Strapping Roll,Strapping Solutions,165,2025-03-18,2025-03-19,Completed,1,165,165,1
ORD00582,2025-05-16,P004,EPE Foam Roll,Protective Packaging,18,2025-05-22,2025-05-25,Pending,3,18,0,0
ORD00583,2025-01-28,P007,Wooden Pallet,Pallet Solutions,4,2025-01-31,2025-02-02,Completed,2,4,4,1
ORD00584,2025-08-15,P008,Plastic Pallet,Pallet Solutions,22,2025-08-19,2025-08-25,Completed,6,22,22,1
ORD00585,2025-03-28,P012,7-Ply Corrugated Box,Customized Carton Boxes,14,2025-04-03,2025-04-10,Completed,7,14,14,1
ORD00586,2025-08-02,P008,Plastic Pallet,Pallet Solutions,47,2025-08-04,2025-08-06,Completed,2,47,47,1
ORD00587,2025-03-20,P011,5-Ply Corrugated Box,Customized Carton Boxes,12,2025-03-22,2025-03-23,Pending,1,12,0,0
ORD00588,2025-08-20,P007,Wooden Pallet,Pallet Solutions,31,2025-08-24,2025-08-30,Completed,6,31,31,1
ORD00589,2025-11-05,P006,Shrink Film Roll,Stretch / Film Solutions,11,2025-11-10,2025-11-11,Pending,1,11,0,0
ORD00590,2025-05-26,P011,5-Ply Corrugated Box,Customized Carton Boxes,29,2025-05-29,2025-05-30,Completed,1,29,29,1
ORD00591,2025-04-13,P006,Shrink Film Roll,Stretch / Film Solutions,24,2025-04-18,2025-04-22,Completed,4,24,24,1
ORD00592,2025-11-19,P005,Stretch Film Roll,Stretch / Film Solutions,38,2025-11-24,2025-11-25,Completed,1,38,38,1
ORD00593,2025-11-28,P001,PP Strapping Roll,Strapping Solutions,100,2025-12-04,2025-12-05,In Production,1,100,73,0.73
ORD00594,2025-09-25,P011,5-Ply Corrugated Box,Customized Carton Boxes,12,2025-09-30,2025-10-03,In Production,3,12,10,0.833333333
ORD00595,2025-12-05,P006,Shrink Film Roll,Stretch / Film Solutions,33,2025-12-11,2025-12-18,Completed,7,33,33,1
ORD00596,2025-01-24,P003,Bubble Wrap Roll,Protective Packaging,8,2025-01-26,2025-01-30,Completed,4,8,8,1
ORD00597,2025-04-05,P005,Stretch Film Roll,Stretch / Film Solutions,56,2025-04-07,2025-04-13,Completed,6,56,56,1
ORD00598,2025-12-02,P007,Wooden Pallet,Pallet Solutions,37,2025-12-07,2025-12-11,Completed,4,37,37,1
ORD00599,2025-07-22,P004,EPE Foam Roll,Protective Packaging,14,2025-07-26,2025-07-27,In Production,1,14,7,0.5
ORD00600,2025-05-04,P001,PP Strapping Roll,Strapping Solutions,700,2025-05-09,2025-05-16,Completed,7,700,700,1
ORD00601,2025-08-16,P011,5-Ply Corrugated Box,Customized Carton Boxes,20,2025-08-21,2025-08-25,Completed,4,20,20,1
ORD00602,2025-02-22,P013,Platform Trolley,Material Handling,16,2025-02-27,2025-03-03,Completed,4,16,16,1
ORD00603,2025-11-10,P010,Battery Strapping Machine,Packaging Tools & Equipment,11,2025-11-15,2025-11-17,Completed,2,11,11,1
ORD00604,2025-11-15,P004,EPE Foam Roll,Protective Packaging,25,2025-11-19,2025-11-23,Completed,4,25,25,1
ORD00605,2025-12-17,P004,EPE Foam Roll,Protective Packaging,12,2025-12-21,2025-12-26,Completed,5,12,12,1
ORD00606,2025-11-15,P012,7-Ply Corrugated Box,Customized Carton Boxes,26,2025-11-18,2025-11-21,Completed,3,26,26,1
ORD00607,2025-04-18,P010,Battery Strapping Machine,Packaging Tools & Equipment,21,2025-04-24,2025-04-25,Completed,1,21,21,1
ORD00608,2025-08-09,P007,Wooden Pallet,Pallet Solutions,13,2025-08-11,2025-08-16,Completed,5,13,13,1
ORD00609,2025-03-19,P006,Shrink Film Roll,Stretch / Film Solutions,26,2025-03-25,2025-03-30,Completed,5,26,26,1
ORD00610,2025-02-22,P012,7-Ply Corrugated Box,Customized Carton Boxes,21,2025-02-28,2025-03-01,Completed,1,21,21,1
ORD00611,2025-08-15,P007,Wooden Pallet,Pallet Solutions,12,2025-08-21,2025-08-25,Completed,4,12,12,1
ORD00612,2025-05-06,P012,7-Ply Corrugated Box,Customized Carton Boxes,18,2025-05-11,2025-05-14,Completed,3,18,18,1
ORD00613,2025-08-04,P002,PET Strapping Roll,Strapping Solutions,50,2025-08-07,2025-08-09,In Production,2,50,20,0.4
ORD00614,2025-09-22,P011,5-Ply Corrugated Box,Customized Carton Boxes,28,2025-09-24,2025-09-25,Completed,1,28,28,1
ORD00615,2025-10-22,P011,5-Ply Corrugated Box,Customized Carton Boxes,8,2025-10-24,2025-10-30,In Production,6,8,5,0.625
ORD00616,2025-05-24,P005,Stretch Film Roll,Stretch / Film Solutions,52,2025-05-30,2025-06-04,Completed,5,52,52,1
ORD00617,2025-07-27,P001,PP Strapping Roll,Strapping Solutions,260,2025-07-30,2025-08-02,Completed,3,260,260,1
ORD00618,2025-02-17,P003,Bubble Wrap Roll,Protective Packaging,30,2025-02-23,2025-02-28,Completed,5,30,30,1
ORD00619,2025-06-05,P014,Hand Pallet Truck,Material Handling,73,2025-06-10,2025-06-15,Completed,5,73,73,1
ORD00620,2025-08-18,P002,PET Strapping Roll,Strapping Solutions,290,2025-08-22,2025-08-27,Completed,5,290,290,1
ORD00621,2025-05-26,P005,Stretch Film Roll,Stretch / Film Solutions,27,2025-06-01,2025-06-07,Completed,6,27,27,1
ORD00622,2025-02-20,P005,Stretch Film Roll,Stretch / Film Solutions,85,2025-02-23,2025-03-01,Completed,6,85,85,1
