Order_ID,Order_Date,Customer_ID,Customer_Name,Industry,City,State,Region,Customer_Size,Product_ID,Category,Product_Name,UOM,Quantity,Unit_Price_INR,Discount,Sales_INR,Cost_INR,Gross_Profit_INR,Ship_Mode,Planned_Production_Date,Production_Completion_Date,Dispatch_Date,Promised_Date,Production_Status,Dispatch_Status,Payment_Status,Amount_Paid_INR,Outstanding_INR,Salesperson_ID,Gross_Margin_%,Production_Days,Dispatch_Delay_Days,On_Time_Dispatch
ORD00300,2025-08-05,CUST105,United Pvt Ltd,Electronics,Hyderabad,Telangana,South,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,21,843.12,0.02,17705.44,10362,7343.44,Scheduled,2025-08-07,2025-08-12,2025-08-12,2025-08-10,Completed,Dispatched,Paid,17705.44,0,SP05,0.414756143,5,2,No
ORD00301,2025-03-16,CUST037,Prime Pvt Ltd,Logistics,Ahmedabad,Gujarat,West,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,30,3090.43,0.05,92713.02,66161.32,26551.7,Scheduled,2025-03-18,2025-03-24,2025-03-26,2025-03-24,Completed,Dispatched,Partially Paid,40768.04,51944.98,SP09,0.286385882,6,2,No
ORD00302,2025-07-19,CUST101,Vertex Manufacturing,Electronics,Jaipur,Rajasthan,North,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,16,797.71,0.02,12763.38,7419.52,5343.86,Scheduled,2025-07-22,2025-07-27,2025-07-29,2025-07-24,Completed,Dispatched,Outstanding,103,12660.38,SP05,0.4186869,5,5,No
ORD00303,2025-04-14,CUST054,Prime Industries,Chemicals,Coimbatore,Tamil Nadu,South,Small,P003,Protective Packaging,Bubble Wrap Roll,Roll,17,789.93,0,13428.77,8522.54,4906.23,Scheduled,2025-04-20,2025-04-27,2025-04-30,2025-04-22,Completed,Dispatched,Paid,13428.77,0,SP04,0.365352151,7,8,No
ORD00304,2025-04-10,CUST074,Global Traders,FMCG,Surat,Gujarat,West,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,78,88.11,0.05,6872.88,4621.86,2251.02,Express,2025-04-14,2025-04-18,2025-04-19,2025-04-16,Completed,Dispatched,Paid,6872.88,0,SP09,0.327522087,4,3,No
ORD00305,2025-05-16,CUST092,Metro Industries,FMCG,Coimbatore,Tamil Nadu,South,Medium,P014,Material Handling,Hand Pallet Truck,Nos,26,18338,0.05,476787.98,345775.29,131012.69,Standard,2025-05-19,2025-05-21,2025-05-30,2025-05-25,Completed,Dispatched,Paid,476787.98,0,SP11,0.274781864,2,5,No
ORD00306,2025-11-12,CUST053,United Manufacturing,FMCG,Gurugram,Haryana,North,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,50,131.55,0.03,6577.66,3683.93,2893.73,Standard,2025-11-16,2025-11-20,2025-11-24,2025-11-25,In Production,Dispatched,Paid,6577.66,0,SP09,0.439933046,4,0,Yes
ORD00307,2025-03-23,CUST072,United Logistics,Textiles,Bhopal,Madhya Pradesh,Central,Large,P002,Strapping Solutions,PET Strapping Roll,Kg,365,123.26,0.05,44988.41,25654.05,19334.36,Scheduled,2025-03-28,2025-04-02,2025-04-09,2025-04-03,In Production,Dispatched,Partially Paid,19676.95,25311.46,SP09,0.429763132,5,6,No
ORD00308,2025-09-01,CUST015,Metro Manufacturing,Engineering,Hyderabad,Telangana,South,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,6,62,0.03,372.02,202.49,169.53,Express,2025-09-07,2025-09-14,2025-09-14,2025-09-07,Completed,Dispatched,Outstanding,38.09,333.93,SP07,0.455701306,7,7,No
ORD00309,2025-02-28,CUST109,National Enterprises,FMCG,Pune,Maharashtra,West,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,23,766.57,0.02,17631.17,10838.4,6792.77,Express,2025-03-05,2025-03-08,2025-03-18,2025-03-09,In Production,Dispatched,Paid,17631.17,0,SP01,0.385270518,3,9,No
ORD00310,2025-06-01,CUST102,Global Logistics,Textiles,Bengaluru,Karnataka,South,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,69,980.05,0,67623.49,43648.77,23974.72,Standard,2025-06-04,2025-06-07,2025-06-11,2025-06-07,Completed,Dispatched,Outstanding,6359.31,61264.18,SP11,0.354532427,3,4,No
ORD00311,2025-11-19,CUST022,United Manufacturing,Textiles,Patna,Bihar,East,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,19,3472.73,0,65981.85,43898.64,22083.21,Standard,2025-11-22,2025-11-29,2025-12-02,2025-11-25,In Production,Dispatched,Outstanding,8083.64,57898.21,SP12,0.33468613,7,7,No
ORD00312,2025-12-18,CUST079,Shree Manufacturing,Logistics,Indore,Madhya Pradesh,Central,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,210,99.86,0.02,20971.38,12230.41,8740.97,Express,2025-12-21,2025-12-22,2025-12-27,2025-12-28,Completed,Dispatched,Partially Paid,14232.18,6739.2,SP07,0.416804712,1,0,Yes
ORD00313,2025-07-18,CUST070,National Logistics,Textiles,Coimbatore,Tamil Nadu,South,Small,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,23,54.64,0.03,1256.76,754.19,502.57,Scheduled,2025-07-23,2025-07-29,2025-08-01,2025-07-29,Completed,Dispatched,Paid,1256.76,0,SP10,0.399893377,6,3,No
ORD00314,2025-01-24,CUST071,Prime Manufacturing,Engineering,Chandigarh,Chandigarh,North,Medium,P014,Material Handling,Hand Pallet Truck,Nos,12,19004.5,0.05,228053.94,158540.51,69513.43,Express,2025-01-26,2025-01-29,2025-02-02,2025-01-30,Completed,Dispatched,Paid,228053.94,0,SP11,0.304811353,3,3,No
ORD00315,2025-01-16,CUST110,Om Manufacturing,Retail,Chennai,Tamil Nadu,South,Medium,P013,Material Handling,Platform Trolley,Nos,41,8636.36,0,354090.62,222343.62,131747,Scheduled,2025-01-21,2025-01-23,2025-02-01,2025-01-24,In Production,Dispatched,Partially Paid,219860.4,134230.22,SP11,0.372071421,2,8,No
ORD00316,2025-07-11,CUST022,United Manufacturing,Textiles,Patna,Bihar,East,Small,P003,Protective Packaging,Bubble Wrap Roll,Roll,15,880.99,0.05,13214.92,7400.27,5814.65,Standard,2025-07-13,2025-07-18,2025-07-24,2025-07-18,Completed,Dispatched,Paid,13214.92,0,SP12,0.440006447,5,6,No
ORD00317,2025-06-26,CUST097,Vertex Pvt Ltd,Electronics,Kochi,Kerala,South,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,145,131.16,0,19018.88,10685.33,8333.55,Scheduled,2025-06-29,2025-07-03,2025-07-07,2025-07-03,Completed,Dispatched,Partially Paid,11761.11,7257.77,SP01,0.43817249,4,4,No
ORD00318,2025-10-09,CUST068,Shree Enterprises,Engineering,Indore,Madhya Pradesh,Central,Small,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,96,847.11,0.05,81322.84,42798.1,38524.74,Express,2025-10-14,2025-10-20,2025-10-24,2025-10-15,Completed,Dispatched,Paid,81322.84,0,SP03,0.473725954,6,9,No
ORD00319,2025-12-10,CUST063,Prime Logistics,FMCG,Bhopal,Madhya Pradesh,Central,Large,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,20,639.33,0,12786.57,7074.87,5711.7,Scheduled,2025-12-13,2025-12-14,2025-12-19,2025-12-24,Completed,Dispatched,Paid,12786.57,0,SP03,0.446695244,1,0,Yes
ORD00320,2025-10-17,CUST071,Prime Manufacturing,Engineering,Chandigarh,Chandigarh,North,Medium,P010,Packaging Tools & Equipment,Battery Strapping Machine,Nos,20,42180.87,0.08,843617.44,569982.01,273635.43,Standard,2025-10-23,2025-10-26,2025-10-28,2025-10-28,Completed,Dispatched,Partially Paid,578758.7,264858.74,SP11,0.324359617,3,0,Yes
ORD00321,2025-06-19,CUST035,United Industries,FMCG,Ludhiana,Punjab,North,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,33,736.95,0.03,24319.26,14799.99,9519.27,Express,2025-06-24,2025-06-28,2025-07-01,2025-06-29,Completed,Dispatched,Paid,24319.26,0,SP03,0.391429262,4,2,No
ORD00322,2025-10-03,CUST063,Prime Logistics,FMCG,Bhopal,Madhya Pradesh,Central,Large,P014,Material Handling,Hand Pallet Truck,Nos,10,19288.07,0.1,192880.72,130104.44,62776.28,Scheduled,2025-10-06,2025-10-09,2025-10-09,2025-10-09,In Production,Dispatched,Paid,192880.72,0,SP04,0.325466848,3,0,Yes
ORD00323,2025-01-19,CUST108,National Manufacturing,Pharmaceuticals,Jaipur,Rajasthan,North,Small,P002,Strapping Solutions,PET Strapping Roll,Kg,50,119.18,0.08,5958.97,3467.64,2491.33,Express,2025-01-25,2025-01-28,2025-02-01,2025-02-01,Completed,Dispatched,Paid,5958.97,0,SP09,0.418080641,3,0,Yes
ORD00324,2025-09-19,CUST064,Sunrise Industries,Electronics,Noida,Uttar Pradesh,North,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,33,884.41,0.03,29185.48,17064.55,12120.93,Express,2025-09-21,2025-09-25,2025-09-30,2025-10-02,In Production,Dispatched,Partially Paid,16217.05,12968.43,SP03,0.415306858,4,0,Yes
ORD00325,2025-04-02,CUST021,National Pvt Ltd,Logistics,Ludhiana,Punjab,North,Medium,P004,Protective Packaging,EPE Foam Roll,Roll,5,1312.51,0.1,6562.56,4376.38,2186.18,Standard,2025-04-08,2025-04-13,2025-04-14,2025-04-14,Completed,Dispatched,Partially Paid,3266.67,3295.89,SP11,0.333129145,5,0,Yes
ORD00326,2025-04-16,CUST092,Metro Industries,FMCG,Coimbatore,Tamil Nadu,South,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,10,971.44,0.03,9714.36,5894.09,3820.27,Scheduled,2025-04-22,2025-04-29,2025-05-01,2025-04-27,Completed,Dispatched,Paid,9714.36,0,SP09,0.393260081,7,4,No
ORD00327,2025-11-21,CUST015,Metro Manufacturing,Engineering,Hyderabad,Telangana,South,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,55,127.68,0.08,7022.64,3949.2,3073.44,Express,2025-11-25,2025-12-02,2025-12-04,2025-12-05,Completed,Dispatched,Paid,7022.64,0,SP07,0.43764738,7,0,Yes
ORD00328,2025-04-25,CUST115,Metro Enterprises,Chemicals,Bhubaneswar,Odisha,East,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,41,61.52,0.02,2522.2,1429.07,1093.13,Standard,2025-05-01,2025-05-05,2025-05-07,2025-05-05,Completed,Dispatched,Paid,2522.2,0,SP04,0.433403378,4,2,No
ORD00329,2025-02-09,CUST075,Global Traders,Textiles,Coimbatore,Tamil Nadu,South,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,100,95.91,0.1,9591.34,5525.63,4065.71,Standard,2025-02-15,2025-02-21,2025-02-23,2025-02-17,Completed,Dispatched,Paid,9591.34,0,SP07,0.423893846,6,6,No
ORD00330,2025-06-19,CUST026,Prime Manufacturing,Pharmaceuticals,Pune,Maharashtra,West,Large,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,13,88.3,0.03,1147.88,747.03,400.85,Scheduled,2025-06-21,2025-06-25,2025-06-28,2025-07-01,Completed,Dispatched,Partially Paid,460.48,687.4,SP03,0.349208977,4,0,Yes
ORD00331,2025-03-10,CUST035,United Industries,FMCG,Ludhiana,Punjab,North,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,230,119.04,0.02,27378.37,16192.91,11185.46,Scheduled,2025-03-16,2025-03-17,2025-03-25,2025-03-17,In Production,Dispatched,Paid,27378.37,0,SP11,0.408550984,1,8,No
ORD00332,2025-05-26,CUST087,Shree Manufacturing,FMCG,Noida,Uttar Pradesh,North,Medium,P004,Protective Packaging,EPE Foam Roll,Roll,61,1453.99,0.03,88693.19,56134.25,32558.94,Standard,2025-05-28,2025-05-30,2025-06-02,2025-06-09,In Production,Dispatched,Paid,88693.19,0,SP10,0.367096279,2,0,Yes
ORD00333,2025-04-04,CUST013,Prime Industries,Electronics,Delhi,Delhi,North,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,3,56.87,0.02,170.6,105.96,64.64,Standard,2025-04-10,2025-04-16,2025-04-20,2025-04-13,Completed,Dispatched,Outstanding,9.68,160.92,SP02,0.378898007,6,7,No
ORD00334,2025-01-09,CUST037,Prime Pvt Ltd,Logistics,Ahmedabad,Gujarat,West,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,22,2982.2,0,65608.34,48116.16,17492.18,Scheduled,2025-01-12,2025-01-17,2025-01-21,2025-01-20,Completed,Dispatched,Paid,65608.34,0,SP09,0.266615189,5,1,No
ORD00335,2025-03-02,CUST002,Global Pvt Ltd,FMCG,Noida,Uttar Pradesh,North,Large,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,11,3061.8,0,33679.81,23108.31,10571.5,Standard,2025-03-04,2025-03-08,2025-03-09,2025-03-16,Completed,Dispatched,Outstanding,2125.28,31554.53,SP12,0.313882412,4,0,Yes
ORD00336,2025-09-29,CUST076,Metro Manufacturing,Textiles,Delhi,Delhi,North,Large,P014,Material Handling,Hand Pallet Truck,Nos,9,19284.68,0.05,173562.09,121822.72,51739.37,Express,2025-10-04,2025-10-06,2025-10-09,2025-10-10,In Production,Dispatched,Outstanding,3485.55,170076.54,SP04,0.298102944,2,0,Yes
ORD00337,2025-02-12,CUST118,National Traders,Logistics,Vijayawada,Andhra Pradesh,South,Small,P002,Strapping Solutions,PET Strapping Roll,Kg,310,130.46,0.08,40442.92,21978.95,18463.97,Express,2025-02-16,2025-02-21,2025-02-25,2025-02-23,Completed,Dispatched,Partially Paid,22563.3,17879.62,SP11,0.456543939,5,2,No
ORD00338,2025-04-16,CUST043,Om Logistics,Electronics,Mumbai,Maharashtra,West,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,190,105.45,0.03,20035.97,10626.55,9409.42,Scheduled,2025-04-20,2025-04-24,2025-04-26,2025-04-22,Completed,Dispatched,Paid,20035.97,0,SP06,0.469626377,4,4,No
ORD00339,2025-11-10,CUST083,Metro Industries,Engineering,Jaipur,Rajasthan,North,Small,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,22,2979.04,0,65538.89,49858.6,15680.29,Express,2025-11-14,2025-11-20,2025-11-23,2025-11-18,In Production,Dispatched,Paid,65538.89,0,SP05,0.239251687,6,5,No
ORD00340,2025-06-07,CUST060,Om Pvt Ltd,Chemicals,Pune,Maharashtra,West,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,35,97.66,0.05,3418.07,1959.7,1458.37,Express,2025-06-13,2025-06-16,2025-06-19,2025-06-14,Completed,Dispatched,Partially Paid,1489.54,1928.53,SP06,0.426664755,3,5,No
ORD00341,2025-10-09,CUST082,Global Enterprises,Pharmaceuticals,Coimbatore,Tamil Nadu,South,Small,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,31,688.62,0,21347.09,11729.38,9617.71,Express,2025-10-15,2025-10-21,2025-10-21,2025-10-16,Completed,Dispatched,Partially Paid,15377.26,5969.83,SP02,0.450539629,6,5,No
ORD00342,2025-02-02,CUST080,Vertex Industries,FMCG,Chennai,Tamil Nadu,South,Small,P003,Protective Packaging,Bubble Wrap Roll,Roll,24,774.31,0.05,18583.48,12489.81,6093.67,Scheduled,2025-02-06,2025-02-08,2025-02-10,2025-02-08,Completed,Dispatched,Outstanding,1983.62,16599.86,SP01,0.327907905,2,2,No
ORD00343,2025-03-31,CUST099,Prime Pvt Ltd,Textiles,Ludhiana,Punjab,North,Large,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,10,3105.59,0,31055.9,21798.04,9257.86,Scheduled,2025-04-05,2025-04-09,2025-04-09,2025-04-08,In Production,Dispatched,Paid,31055.9,0,SP09,0.298103098,4,1,No
ORD00344,2025-09-22,CUST092,Metro Industries,FMCG,Coimbatore,Tamil Nadu,South,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,140,117.88,0,16503.61,10156.93,6346.68,Scheduled,2025-09-25,2025-09-30,2025-10-01,2025-09-27,Completed,Dispatched,Outstanding,988.81,15514.8,SP07,0.384563135,5,4,No
ORD00345,2025-07-27,CUST040,National Pvt Ltd,Textiles,Coimbatore,Tamil Nadu,South,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,205,133.63,0.05,27394.37,14939.38,12454.99,Express,2025-08-02,2025-08-04,2025-08-08,2025-08-01,Completed,Dispatched,Paid,27394.37,0,SP06,0.454655099,2,7,No
ORD00346,2025-05-22,CUST099,Prime Pvt Ltd,Textiles,Ludhiana,Punjab,North,Large,P004,Protective Packaging,EPE Foam Roll,Roll,25,1380.18,0.08,34504.62,21529.44,12975.18,Scheduled,2025-05-25,2025-05-30,2025-05-31,2025-06-03,Completed,Dispatched,Paid,34504.62,0,SP02,0.376041817,5,0,Yes
ORD00347,2025-09-15,CUST097,Vertex Pvt Ltd,Electronics,Kochi,Kerala,South,Medium,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,24,58.93,0.05,1414.38,814.81,599.57,Express,2025-09-19,2025-09-22,2025-09-22,2025-09-28,In Production,Dispatched,Partially Paid,745.53,668.85,SP10,0.423910123,3,0,Yes
ORD00348,2025-09-05,CUST070,National Logistics,Textiles,Coimbatore,Tamil Nadu,South,Small,P014,Material Handling,Hand Pallet Truck,Nos,106,17979.13,0.03,1905787.72,1391987.03,513800.69,Scheduled,2025-09-08,2025-09-15,2025-09-17,2025-09-17,In Production,Dispatched,Outstanding,19311.61,1886476.11,SP04,0.269600168,7,0,Yes
ORD00349,2025-12-13,CUST049,Metro Enterprises,Retail,Chennai,Tamil Nadu,South,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,6,686.41,0.02,4118.43,2113.56,2004.87,Express,2025-12-16,2025-12-23,2025-12-25,2025-12-24,Completed,Dispatched,Paid,4118.43,0,SP02,0.486804438,7,1,No
ORD00350,2025-07-24,CUST013,Prime Industries,Electronics,Delhi,Delhi,North,Medium,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,58,837.92,0.08,48599.15,25732.77,22866.38,Standard,2025-07-28,2025-07-29,2025-08-02,2025-07-31,Completed,Dispatched,Outstanding,4979.77,43619.38,SP08,0.470509875,1,2,No
ORD00351,2025-04-13,CUST097,Vertex Pvt Ltd,Electronics,Kochi,Kerala,South,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,14,1017.03,0.05,14238.41,8407.29,5831.12,Standard,2025-04-16,2025-04-22,2025-04-23,2025-04-22,Completed,Dispatched,Paid,14238.41,0,SP02,0.409534492,6,1,No
ORD00352,2025-02-10,CUST012,Shree Pvt Ltd,Engineering,Coimbatore,Tamil Nadu,South,Large,P007,Pallet Solutions,Wooden Pallet,Nos,5,1032.81,0.05,5164.06,2972.68,2191.38,Express,2025-02-15,2025-02-20,2025-02-20,2025-02-23,In Production,Dispatched,Paid,5164.06,0,SP08,0.424352157,5,0,Yes
ORD00353,2025-04-04,CUST104,Om Logistics,Engineering,Chennai,Tamil Nadu,South,Medium,P004,Protective Packaging,EPE Foam Roll,Roll,5,1559.82,0,7799.08,4591.06,3208.02,Standard,2025-04-10,2025-04-13,2025-04-16,2025-04-12,Completed,Dispatched,Paid,7799.08,0,SP09,0.411333132,3,4,No
ORD00354,2025-06-27,CUST106,Global Pvt Ltd,FMCG,Vijayawada,Andhra Pradesh,South,Medium,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,54,3519.39,0.05,190047.14,115746.09,74301.05,Scheduled,2025-07-02,2025-07-09,2025-07-10,2025-07-09,Completed,Dispatched,Paid,190047.14,0,SP04,0.390961158,7,1,No
ORD00355,2025-07-14,CUST032,Vertex Industries,Textiles,Bhopal,Madhya Pradesh,Central,Large,P014,Material Handling,Hand Pallet Truck,Nos,64,18365.35,0.03,1175382.34,824428.28,350954.06,Scheduled,2025-07-20,2025-07-21,2025-07-23,2025-07-24,Completed,Dispatched,Paid,1175382.34,0,SP06,0.298587147,1,0,Yes
ORD00356,2025-07-07,CUST038,Global Manufacturing,Logistics,Coimbatore,Tamil Nadu,South,Large,P001,Strapping Solutions,PP Strapping Roll,Meter,100,91.87,0.03,9186.96,5540.34,3646.62,Standard,2025-07-10,2025-07-14,2025-07-17,2025-07-15,Completed,Dispatched,Paid,9186.96,0,SP10,0.39693435,4,2,No
ORD00357,2025-03-09,CUST037,Prime Pvt Ltd,Logistics,Ahmedabad,Gujarat,West,Small,P002,Strapping Solutions,PET Strapping Roll,Kg,295,117.79,0,34748.88,20714.47,14034.41,Standard,2025-03-15,2025-03-21,2025-03-22,2025-03-15,In Production,Dispatched,Paid,34748.88,0,SP12,0.403880931,6,7,No
ORD00358,2025-03-18,CUST045,Apex Traders,FMCG,Ahmedabad,Gujarat,West,Large,P013,Material Handling,Platform Trolley,Nos,44,7553.25,0.02,332342.8,245318.35,87024.45,Express,2025-03-23,2025-03-30,2025-03-30,2025-03-25,Completed,Dispatched,Outstanding,35920.96,296421.84,SP05,0.261851468,7,5,No
ORD00359,2025-05-09,CUST061,Apex Industries,Logistics,Ludhiana,Punjab,North,Large,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,5,88.25,0.08,441.27,295,146.27,Scheduled,2025-05-15,2025-05-22,2025-05-26,2025-05-14,Completed,Dispatched,Paid,441.27,0,SP02,0.331475061,7,12,No
ORD00360,2025-08-19,CUST049,Metro Enterprises,Retail,Chennai,Tamil Nadu,South,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,19,584.28,0,11101.27,6993.01,4108.26,Express,2025-08-23,2025-08-26,2025-08-28,2025-08-29,In Production,Dispatched,Paid,11101.27,0,SP11,0.370071172,3,0,Yes
ORD00361,2025-11-07,CUST008,Metro Traders,Pharmaceuticals,Chennai,Tamil Nadu,South,Small,P012,Customized Carton Boxes,7-Ply Corrugated Box,Nos,26,85.76,0,2229.79,1417.11,812.68,Scheduled,2025-11-10,2025-11-15,2025-11-19,2025-11-20,In Production,Dispatched,Paid,2229.79,0,SP08,0.364464815,5,0,Yes
ORD00362,2025-02-10,CUST038,Global Manufacturing,Logistics,Coimbatore,Tamil Nadu,South,Large,P003,Protective Packaging,Bubble Wrap Roll,Roll,12,819.08,0.08,9828.94,6333.67,3495.27,Scheduled,2025-02-15,2025-02-20,2025-02-22,2025-02-22,Completed,Dispatched,Paid,9828.94,0,SP10,0.355610066,5,0,Yes
ORD00363,2025-10-20,CUST075,Global Traders,Textiles,Coimbatore,Tamil Nadu,South,Large,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,82,675.79,0.1,55414.49,31288.77,24125.72,Scheduled,2025-10-25,2025-11-01,2025-11-01,2025-10-26,Completed,Dispatched,Paid,55414.49,0,SP07,0.435368439,7,6,No
ORD00364,2025-05-19,CUST035,United Industries,FMCG,Ludhiana,Punjab,North,Medium,P004,Protective Packaging,EPE Foam Roll,Roll,26,1483.57,0.02,38572.89,23333.43,15239.46,Scheduled,2025-05-24,2025-05-31,2025-06-02,2025-06-02,Completed,Dispatched,Paid,38572.89,0,SP04,0.395082142,7,0,Yes
ORD00365,2025-12-05,CUST021,National Pvt Ltd,Logistics,Ludhiana,Punjab,North,Medium,P007,Pallet Solutions,Wooden Pallet,Nos,79,957.63,0,75653.11,50175.45,25477.66,Standard,2025-12-09,2025-12-15,2025-12-15,2025-12-13,Completed,Dispatched,Paid,75653.11,0,SP01,0.3367695,6,2,No
ORD00366,2025-07-23,CUST001,Prime Industries,Textiles,Patna,Bihar,East,Small,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,136,608.92,0.08,82813.03,50479.21,32333.82,Standard,2025-07-29,2025-08-05,2025-08-05,2025-07-29,Completed,Dispatched,Paid,82813.03,0,SP04,0.390443629,7,7,No
ORD00367,2025-05-26,CUST001,Prime Industries,Textiles,Patna,Bihar,East,Small,P006,Stretch / Film Solutions,Shrink Film Roll,Roll,10,719.91,0.02,7199.13,4783.46,2415.67,Express,2025-05-31,2025-06-06,2025-06-07,2025-06-02,Completed,Dispatched,Paid,7199.13,0,SP08,0.335550268,6,5,No
ORD00368,2025-10-04,CUST105,United Pvt Ltd,Electronics,Hyderabad,Telangana,South,Large,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,9,573.98,0.05,5165.84,3433.81,1732.03,Scheduled,2025-10-08,2025-10-13,2025-10-16,2025-10-11,Completed,Dispatched,Paid,5165.84,0,SP11,0.335285259,5,5,No
ORD00369,2025-10-16,CUST020,Shree Industries,Electronics,Bengaluru,Karnataka,South,Large,P011,Customized Carton Boxes,5-Ply Corrugated Box,Nos,33,57.15,0.05,1885.81,1157.23,728.58,Express,2025-10-21,2025-10-26,2025-10-30,2025-10-25,Completed,Dispatched,Paid,1885.81,0,SP07,0.386348572,5,5,No
ORD00370,2025-05-14,CUST030,Metro Industries,Textiles,Patna,Bihar,East,Medium,P009,Packaging Tools & Equipment,Manual Strapping Tool,Nos,25,3359.58,0.03,83989.44,54920.09,29069.35,Standard,2025-05-17,2025-05-20,2025-05-20,2025-05-19,Completed,Dispatched,Paid,83989.44,0,SP12,0.346107201,3,1,No
ORD00371,2025-09-09,CUST003,Prime Logistics,Retail,Coimbatore,Tamil Nadu,South,Small,P004,Protective Packaging,EPE Foam Roll,Roll,6,1365.68,0.05,8194.11,5436.11,2758,Scheduled,2025-09-14,2025-09-17,2025-09-17,2025-09-20,Completed,Dispatched,Partially Paid,4217.46,3976.65,SP07,0.336583229,3,0,Yes
ORD00372,2025-07-22,CUST060,Om Pvt Ltd,Chemicals,Pune,Maharashtra,West,Small,P001,Strapping Solutions,PP Strapping Roll,Meter,1970,86.33,0.1,170062.26,113298.22,56764.04,Scheduled,2025-07-25,2025-07-27,2025-07-30,2025-08-02,Completed,Dispatched,Paid,170062.26,0,SP12,0.333783874,2,0,Yes
ORD00373,2025-09-30,CUST044,Apex Industries,Automotive,Noida,Uttar Pradesh,North,Small,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,51,562.85,0.1,28705.17,17698.68,11006.49,Scheduled,2025-10-04,2025-10-08,2025-10-09,2025-10-06,Completed,Dispatched,Paid,28705.17,0,SP10,0.383432322,4,3,No
ORD00374,2025-09-09,CUST031,United Industries,Textiles,Bhopal,Madhya Pradesh,Central,Large,P007,Pallet Solutions,Wooden Pallet,Nos,4,936.86,0,3747.44,2353.37,1394.07,Scheduled,2025-09-12,2025-09-15,2025-09-21,2025-09-16,Completed,Dispatched,Outstanding,402.02,3345.42,SP01,0.372005956,3,5,No
ORD00375,2025-04-30,CUST110,Om Manufacturing,Retail,Chennai,Tamil Nadu,South,Medium,P005,Stretch / Film Solutions,Stretch Film Roll,Roll,32,608.69,0.05,19478.16,11640.9,7837.26,Standard,2025-05-02,2025-05-04,2025-05-04,2025-05-12,Completed,Dispatched,Partially Paid,12247.36,7230.8,SP06,0.402361414,2,0,Yes
ORD00376,2025-02-11,CUST116,United Manufacturing,Logistics,Coimbatore,Tamil Nadu,South,Medium,P002,Strapping Solutions,PET Strapping Roll,Kg,50,116,0.02,5799.89,3712.1,2087.79,Scheduled,2025-02-14,2025-02-15,2025-02-22,2025-02-22,Completed,Dispatched,Outstanding,10.98,5788.91,SP04,0.35997062,1,0,Yes
ORD00377,2025-07-17,CUST031,United Industries,Textiles,Bhopal,Madhya Pradesh,Central,Large,P008,Pallet Solutions,Plastic Pallet,Nos,20,2696.98,0.02,53939.51,32236.78,21702.73,Scheduled,2025-07-22,2025-07-24,2025-07-24,2025-07-25,Completed,Dispatched,Paid,53939.51,0,SP05,0.402353117,2,0,Yes
